Altium Designer Pick and Place Locations
C:\git\cp2\cp4\Project Outputs for CPU\Pick Place for CPU(F4).csv

========================================================================================================================
File Design Information:

Date:       07/11/22
Time:       20:38
Revision:   Not in VersionControl
Variant:    F4
Units used: mm

"Designator","Comment","Layer","Footprint","Center-X(mm)","Center-Y(mm)","Rotation","Description","Ref-X(mm)","Ref-Y(mm)","Pad-X(mm)","Pad-Y(mm)"
"MCU_ETH_C_A","0402CG120J500NT","TopLayer","C_0402","55.8000","34.3000","360","C - CAPACITOR - MLCC - 12pF - 50V - 0402","55.8000","34.3000","55.2920","34.3000"
"MCU_U_E","W5500","TopLayer","QFP-48-P0.5MM","63.9000","34.1000","180","U - IC - Ethernet Controller 10/100 Base-T/TX PHY SPI Interface 48-LQFP (7x7)","63.9000","34.1000","68.0750","31.3500"
"MCU_ETH_R_C","0402WGF1004TCE","TopLayer","R_0402","58.3000","33.7000","270","R - RESISTOR - SMD - 1M - 1% - 0402","58.3000","33.7000","58.3000","34.2080"
"MCU_ETH_R_F","0402WGF3300TCE","TopLayer","R_0402","57.8000","37.4000","180","R - RESISTOR - SMD - 330R - 1% - 0402","57.8000","37.4000","58.3080","37.4000"
"MCU_ETH_R_G","0402WGF3300TCE","TopLayer","R_0402","57.8000","36.4000","180","R - RESISTOR - SMD - 330R - 1% - 0402","57.8000","36.4000","58.3080","36.4000"
"MCU_ETH_R_E","0402WGF1202TCE","TopLayer","R_0402","69.3000","40.1000","270","R - RESISTOR - SMD - 12k - 1% - 0402","69.3000","40.1000","69.3000","40.6080"
"MCU_ETH_C_D","CL05A106MQ5NUNC","TopLayer","C_0402","55.8000","36.3000","270","C - CAPACITOR - MLCC - 10uF - 6.3V - 0402","55.8000","36.3000","55.8000","36.8080"
"MCU_ETH_C_C","CL05B104KO5NNNC","TopLayer","C_0402","57.8000","35.2000","360","C - CAPACITOR - MLCC - 100nF - 16V - 0402","57.8000","35.2000","57.2920","35.2000"
"MCU_ETH_C_K","CL05B104KO5NNNC","TopLayer","C_0402","60.9000","40.1000","270","C - CAPACITOR - MLCC - 100nF - 16V - 0402","60.9000","40.1000","60.9000","40.6080"
"MCU_ETH_C_E","CL05B104KO5NNNC","TopLayer","C_0402","62.0000","40.1000","270","C - CAPACITOR - MLCC - 100nF - 16V - 0402","62.0000","40.1000","62.0000","40.6080"
"MCU_ETH_C_J","CL05A106MQ5NUNC","TopLayer","C_0402","63.1000","40.1000","90","C - CAPACITOR - MLCC - 10uF - 6.3V - 0402","63.1000","40.1000","63.1000","39.5920"
"MCU_ETH_C_F","CL05B104KO5NNNC","TopLayer","C_0402","64.5000","40.1000","270","C - CAPACITOR - MLCC - 100nF - 16V - 0402","64.5000","40.1000","64.5000","40.6080"
"MCU_ETH_C_H","CL05B104KO5NNNC","TopLayer","C_0402","67.3000","40.1080","270","C - CAPACITOR - MLCC - 100nF - 16V - 0402","67.3000","40.1080","67.3000","40.6160"
"MCU_ETH_C_I","CL05B104KO5NNNC","TopLayer","C_0402","68.3000","40.1000","270","C - CAPACITOR - MLCC - 100nF - 16V - 0402","68.3000","40.1000","68.3000","40.6080"
